danm_id,commercial_name,active,inscription_date,registry_number,nombre_comercial_second,status,formula,active_ingredient,concentration,pharmaceutical_form_name,pharmaceutical_company,level_price,range_price,minimum_price_presentation,maximum_price_presentation,ranges_prices
11600,SUPER POTENCIA STRESS FORD TABLETAS,A,1973/03/04,11600,SUPER POTENCIA STRESS FORD TABLETAS,A,VITAMINA B6 (PIRIDOXINA CLORHIDRATO) 5 mg. + ACIDO PANTOTENICO (COMO PANTOTENATO DE CALCIO) 20 mg. + VITAMINA B12 (CIANOCOBALAMINA) 12 mcg. + BIOTINA  45 mcg. + Folacina 400 mcg. + VITAMINA B1 (TIAMINA CLORHIDRATO) 15 mg. + VITAMINA B2 (RIVOFLAVINA) 10 mg. + VITAMINA C (ACIDO ASCORBICO) 500 mg. + NIACINAMIDA 100 mg. + VITAMINA E 30 UI,VITAMINA B6 (PIRIDOXINA CLORHIDRATO) + ACIDO PANTOTENICO (COMO PANTOTENATO DE CALCIO) + VITAMINA B12 (CIANOCOBALAMINA) + BIOTINA  + Folacina + VITAMINA B1 (TIAMINA CLORHIDRATO) + VITAMINA B2 (RIVOFLAVINA) + VITAMINA C (ACIDO ASCORBICO) + NIACINAMIDA + VITAMINA E,5 mg. + 20 mg. + 12 mcg. + 45 mcg. + 400 mcg. + 15 mg. + 10 mg. + 500 mg. + 100 mg. + 30 UI,TABLETAS,PARETO D/B/A FORD LABORATORIES INC,0.35,0.35,20.77,20.77,$20.77 - $20.77
11601,"VITAMINA A NATURAL FORD 25,000 UI CAPSULAS",A,1980/10/21,11601,"VITAMINA A NATURAL FORD 25,000 UI CAPSULAS",A,VITAMINA A 25000 UI,VITAMINA A,25000 UI,CAPSULAS,PARETO D/B/A FORD LABORATORIES INC,0.16,0.16,15.86,15.86,$15.86 - $15.86
11617,"ROJAMINA FUERTE 50,000 SOLUCION INYECTABLE",A,1980/11/04,,,,,,,,,1.34,1.34,6.02,7.87,$6.02 - $7.87
11649,SUPER C NATURAL CON BIOFLAVONOIDES RUTIN-ACEROLA FORD TABLETAS,A,1980/12/12,11649,SUPER C NATURAL CON BIOFLAVONOIDES RUTIN-ACEROLA FORD TABLETAS,A,VITAMINA C 500 mg.,VITAMINA C,500 mg.,TABLETAS,PARETO D/B/A FORD LABORATORIES INC,0.25,0.25,24.62,24.62,$24.62 - $24.62
11676,GERI-VITE ALTA POTENCIA FORD TABLETAS,A,1980/12/02,11676,GERI-VITE ALTA POTENCIA FORD TABLETAS,A,"VITAMINA B6 (PIRIDOXINA CLORHIDRATO) 2 N/A + NIQUEL 5 mcg. + ACIDO PANTOTENICO (COMO PANTOTENATO DE CALCIO) 10 mg. + VITAMINA B12 (CIANOCOBALAMINA) 6 mcg. + Folacina 400 mcg. + NIACINA 20 mg. + Hierro 18 mg. + Magnesio 100 mg. + Manganeso 37.5 mg. + POTASIO 34.5 mg. + ESTAÑO 10 mcg. + SELENIUM 15 mcg. + COBRE 2 mg. + Vanadio 10 mcg. + CALCIO 125 mg. + DL-Alfa tocoferil acetato 30 UI + FOSFORO 2.5 mg. + Fitomenadiona 25 mcg. + VITAMINA D 400 UI + VITAMINA B1 (TIAMINA CLORHIDRATO) 1.5 mg. + SILICIO 80 mcg. + YODURO 150 mcg. + D-BIOTINA 45 mcg. + CELULOSA MICROCRISTALINA, MALTODEXTRINA, CARRAGENINA, CLORIDO DE SODIO 15 mcg. + VITAMINA B2 (RIVOFLAVINA) 1.7 mg. + VITAMINA A 6000 UI + VITAMINA C (ACIDO ASCORBICO) 60 mg. + CROMO  15 mcg. + CINC 15 mg.","VITAMINA B6 (PIRIDOXINA CLORHIDRATO) + NIQUEL + ACIDO PANTOTENICO (COMO PANTOTENATO DE CALCIO) + VITAMINA B12 (CIANOCOBALAMINA) + Folacina + NIACINA + Hierro + Magnesio + Manganeso + POTASIO + ESTAÑO + SELENIUM + COBRE + Vanadio + CALCIO + DL-Alfa tocoferil acetato + FOSFORO + Fitomenadiona + VITAMINA D + VITAMINA B1 (TIAMINA CLORHIDRATO) + SILICIO + YODURO + D-BIOTINA + CELULOSA MICROCRISTALINA, MALTODEXTRINA, CARRAGENINA, CLORIDO DE SODIO + VITAMINA B2 (RIVOFLAVINA) + VITAMINA A + VITAMINA C (ACIDO ASCORBICO) + CROMO  + CINC",2 N/A + 5 mcg. + 10 mg. + 6 mcg. + 400 mcg. + 20 mg. + 18 mg. + 100 mg. + 37.5 mg. + 34.5 mg. + 10 mcg. + 15 mcg. + 2 mg. + 10 mcg. + 125 mg. + 30 UI + 2.5 mg. + 25 mcg. + 400 UI + 1.5 mg. + 80 mcg. + 150 mcg. + 45 mcg. + 15 mcg. + 1.7 mg. + 6000 UI + 60 mg. + 15 mcg. + 15 mg.,TABLETAS,PARETO D/B/A FORD LABORATORIES INC,0.31,0.31,21.65,26.1,$21.65 - $26.10
11679,SIGUEBIEM TOS/FLEMA,A,1981/12/16,11679,SIGUEBIEM TOS/FLEMA,A,TIOCOL 378 mg. + EUCALIPTOL 65 mg. + EXTRACTO FLUIDO DE TOLU 63 mg. + MENTOL CRISTALIZADO 8.5 mg.,TIOCOL + EUCALIPTOL + EXTRACTO FLUIDO DE TOLU + MENTOL CRISTALIZADO,378 mg. + 65 mg. + 63 mg. + 8.5 mg.,JARABE,LABORATORIOS S&M,0.04,0.04,4.25,4.25,$4.25 - $4.25
11682,SALSODA FD EFERVECENTE POLVO,A,1980/12/16,11682,SALSODA FD EFERVECENTE POLVO,A,BICARBONATO DE SODIO 41 g. + ACIDO CITRICO 15 g. + SULFATO DE SODIO 20 g. + ACIDO TARTARICO 22 g. + SAL DE GRANO 2 g.,BICARBONATO DE SODIO + ACIDO CITRICO + SULFATO DE SODIO + ACIDO TARTARICO + SAL DE GRANO,41 g. + 15 g. + 20 g. + 22 g. + 2 g.,POLVO,LABORATORIO FARMACEUTICO FARDEL,,,,,
11683,FASTUM 50 mg CAPSULAS,A,1980/12/02,11683,FASTUM 50 mg CAPSULAS,A,KETOPROFENO 50 mg.,KETOPROFENO,50 mg.,CAPSULA,"LABORATORIOS MENARINI, SA",0.59,0.59,14.74,43.44,$14.74 - $43.44
11688,FUCIDIN LEO 2% CREMA,A,1980/12/02,11688,FUCIDIN LEO 2% CREMA,A,Ácido fusídico 20 mg.,Ácido fusídico,20 mg.,CREMA,LEO LABORATORIES LTD.,0.77,0.77,14.54,15.82,$14.54 - $15.82
11698,TROFERIT 0.3 g JARABE,A,1981/01/27,11698,TROFERIT 0.3 g JARABE,A,DROPROPIZINA 0.3 g.,DROPROPIZINA,0.3 g.,JARABE,"PRODUCTOS FARMACÉUTICOS, S.A. DE C.V.",0.11,0.11,13.64,13.64,$13.64 - $13.64
11699,TROFERIT 20 mg SUPOSITORIOS,A,1981/01/27,11699,TROFERIT 20 mg SUPOSITORIOS,A,DROPROPIZINA 20 mg.,DROPROPIZINA,20 mg.,SUPOSITORIO,"PRODUCTOS FARMACÉUTICOS, S.A. DE C.V.",2.37,2.37,18.99,18.99,$18.99 - $18.99
11734,BRONDEX  2.0 mg/5mL  JARABE,A,1981/01/27,11734,BRONDEX  2.0 mg/5mL  JARABE,A,Sulfato de salbutamol 2 mg.,Sulfato de salbutamol,2 mg.,JARABE,LABORATORIO FARMACEUTICO FARDEL,0.03,0.03,4.08,4.08,$4.08 - $4.08
11754,SIGUEBIEM tos/alergia,A,1981/01/27,11754,SIGUEBIEM tos/alergia,A,DEXTROMETORFANO BROMHIDRATO 10 mg. + Clorhidrato de fenilefrina 2 mg. + MENTOL CRISTALIZADO 0.5 mg. + CLORFENIRAMINA MALEATO 2 mg.,DEXTROMETORFANO BROMHIDRATO + Clorhidrato de fenilefrina + MENTOL CRISTALIZADO + CLORFENIRAMINA MALEATO,10 mg. + 2 mg. + 0.5 mg. + 2 mg.,JARABE,LABORATORIOS S&M,0.06,0.06,5,5.34,$5.00 - $5.34
11806,COSMO-RUB UNGÜENTO,A,1981/03/10,11806,COSMO-RUB UNGÜENTO,A,ALCANFOR 1 g. + EUCALIPTOL 2 g. + SALICILATO DE METILO 12 g. + MENTOL CRISTALIZADO 1 g.,ALCANFOR + EUCALIPTOL + SALICILATO DE METILO + MENTOL CRISTALIZADO,1 g. + 2 g. + 12 g. + 1 g.,UNGUENTO,LABORATORIO FARMACEUTICO FARDEL,,,,,
11825,TRANKIL 50  TABLETAS,A,1980/11/18,11825,TRANKIL 50  TABLETAS,A,DIFENHIDRAMINA CLORHIDRATO 50 mg.,DIFENHIDRAMINA CLORHIDRATO,50 mg.,TABLETAS,LABORATORIOS PHARMEDIC,,,,,
11843,BACTICEL SUSPENSION,A,1981/04/28,11843,BACTICEL SUSPENSION,A,Sulfametoxazol 4 g. + Trimetoprim 0.8 g.,Sulfametoxazol + Trimetoprim,4 g. + 0.8 g.,SUSPENSION,"LABORATORIOS BAGÓ, S.A.",0.06,0.06,7.05,7.05,$7.05 - $7.05
11844,BACTICEL COMPRIMIDOS RECUBIERTOS,A,1981/04/28,11844,BACTICEL COMPRIMIDOS RECUBIERTOS,A,Sulfametoxazol 800 mg. + Trimetoprim 160 mg.,Sulfametoxazol + Trimetoprim,800 mg. + 160 mg.,COMPRIMIDO RECUBIERTO,"LABORATORIOS BAGÓ, S.A.",0.74,0.74,8.92,8.92,$8.92 - $8.92
11845,ENTERO-BACTICEL COMPRIMIDOS RECUBIERTOS,A,1981/04/28,11845,ENTERO-BACTICEL COMPRIMIDOS RECUBIERTOS,A,ATAPULGITA 200 mg. + Sulfametoxazol 400 mg. + Trimetoprim 80 mg.,ATAPULGITA + Sulfametoxazol + Trimetoprim,200 mg. + 400 mg. + 80 mg.,COMPRIMIDO RECUBIERTO,"LABORATORIOS BAGÓ, S.A.",0.67,0.67,8.06,8.06,$8.06 - $8.06
11846,ENTERO-BACTICEL SUSPENSION,A,1981/04/28,11846,ENTERO-BACTICEL SUSPENSION,A,ATAPULGITA 2 g. + Sulfametoxazol 4 g. + Trimetoprim 0.8 g.,ATAPULGITA + Sulfametoxazol + Trimetoprim,2 g. + 4 g. + 0.8 g.,SUSPENSION,"LABORATORIOS BAGÓ, S.A.",0.13,0.13,7.79,7.79,$7.79 - $7.79
11852,OTOFER 50mg-15mg/mL SOLUCION OTICA,A,1981/04/28,11852,OTOFER 50mg-15mg/mL SOLUCION OTICA,A,ANTIPIRINA (FENAZONA) 50 mg. + Benzocaína 15 mg.,ANTIPIRINA (FENAZONA) + Benzocaína,50 mg. + 15 mg.,SOLUCION OTICA,LABORATORIO FERSON,0.38,0.38,6.68,6.84,$6.68 - $6.84
11855,COMEVIT VITAMINADO JARABE,A,1981/03/24,,,,,,,,,0.06,0.06,4.66,15.9,$4.66 - $15.90
11857,IPATOL JARABE,A,1981/04/28,11857,IPATOL JARABE,A,Hierro amoniacal citrato 2.25 mg. + Colecalciferol 200 UI + HIPOFOSFITO DE POTASIO 0.27 mg. + HIPOFOSFITO DE MANGANESO 1.8 mg. + HIPOFOSFITO DE CALCIO 1.8 mg. + CLORHIDRATO DE QUININA 0.8 mg. + CITRATO DE SODIO 5 mg. + VITAMINA A PALMITATO 1000 UI + Hierro amoniacal citrato 2.25 mg. + Colecalciferol 200 UI + HIPOFOSFITO DE POTASIO 0.27 mg. + HIPOFOSFITO DE MANGANESO 1.8 mg. + HIPOFOSFITO DE CALCIO 1.8 mg. + CLORHIDRATO DE QUININA 0.8 mg. + CITRATO DE SODIO 5 mg. + VITAMINA A PALMITATO 1000 UI,Hierro amoniacal citrato + Colecalciferol + HIPOFOSFITO DE POTASIO + HIPOFOSFITO DE MANGANESO + HIPOFOSFITO DE CALCIO + CLORHIDRATO DE QUININA + CITRATO DE SODIO + VITAMINA A PALMITATO + Hierro amoniacal citrato + Colecalciferol + HIPOFOSFITO DE POTASIO + HIPOFOSFITO DE MANGANESO + HIPOFOSFITO DE CALCIO + CLORHIDRATO DE QUININA + CITRATO DE SODIO + VITAMINA A PALMITATO,2.25 mg. + 200 UI + 0.27 mg. + 1.8 mg. + 1.8 mg. + 0.8 mg. + 5 mg. + 1000 UI + 2.25 mg. + 200 UI + 0.27 mg. + 1.8 mg. + 1.8 mg. + 0.8 mg. + 5 mg. + 1000 UI,JARABE,"LABORATORIOS ARSAL, S.A. DE C.V.",0.02,0.02,7.5,7.76,$7.50 - $7.76
11906,COMEVIT 4 mg TABLETAS,A,1981/06/12,,,,,,,,,0.19,0.19,5.81,5.81,$5.81 - $5.81
11928,PULMO GRIP NF BALSÁMICO SOLUCIÓN INYECTABLE,A,1981/05/28,11928,PULMO GRIP NF BALSÁMICO SOLUCIÓN INYECTABLE,A,HIDROCLORURO DE MOROXIDINA (ABOB) 500 mg. + FENILEFRINA 3 mg. + METAMIZOL SODICO 1 g. + CLORFENIRAMINA MALEATO 8 mg.,HIDROCLORURO DE MOROXIDINA (ABOB) + FENILEFRINA + METAMIZOL SODICO + CLORFENIRAMINA MALEATO,500 mg. + 3 mg. + 1 g. + 8 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,0.48,0.48,2.42,2.42,$2.42 - $2.42
12019,BEPANTHENE CREMA,A,1981/09/25,12019,BEPANTHENE CREMA,A,DEXPANTENOL 50 mg.,DEXPANTENOL,50 mg.,CREMA,GP GRENZACH PRODUKTIONS GMBH.,0.24,0.24,7.33,7.33,$7.33 - $7.33
12024,SOLUTO VITAL 150mg TABLETAS,A,1981/10/09,12024,SOLUTO VITAL 150mg TABLETAS,A,TETRAETILTIURAN DISULFURO 150 mg.,TETRAETILTIURAN DISULFURO,150 mg.,TABLETA,LABORATORIO FERSON,0.19,0.19,8.45,9.3,$8.45 - $9.30
12041,CANESTEN V 2% CREMA VAGINAL,A,1981/10/09,12041,CANESTEN V 2% CREMA VAGINAL,A,Clotrimazol 2 g.,Clotrimazol,2 g.,CREMA VAGINAL,GP GRENZACH PRODUKTIONS GMBH.,0.77,0.77,15.39,15.39,$15.39 - $15.39
12043,CORITOS GAMMA JARABE,A,1981/10/09,12043,CORITOS GAMMA JARABE,A,DEXTROMETORFANO BROMHIDRATO 7.5 mg. + Acetaminofén 120 mg. + GUAYACOLATO DE GLICERILO 15 mg. + CLORFENIRAMINA MALEATO 1 mg.,DEXTROMETORFANO BROMHIDRATO + Acetaminofén + GUAYACOLATO DE GLICERILO + CLORFENIRAMINA MALEATO,7.5 mg. + 120 mg. + 15 mg. + 1 mg.,JARABE,GAMMA LABORATORIES ,2.63,2.63,8.8,9.99,$8.80 - $9.99
12047,SINTEMP-GAMMA JARABE,A,1981/10/09,12047,SINTEMP-GAMMA JARABE,A,Acetaminofén 120 mg.,Acetaminofén,120 mg.,JARABE,GAMMA LABORATORIES ,0.03,0.03,2.33,3.09,$2.33 - $3.09
12048,GAMMA MINERAL VITAMINADO JARABE,A,1981/10/09,12048,GAMMA MINERAL VITAMINADO JARABE,A,TIAMINA CLORHIDRATO 0.85 mg. + COLINA 1.3875 mg. + RIBOFLAVINA 0.85 mg. + L-LISINA 4.1875 mg. + L-Cisteína 1.3875 mg. + Nicotinamida 2.775 mg. + VITAMINA B12  12.5 mcg. + Sulfato de zinc heptahidratado 1.6625 mg. + Sulfato de manganeso 1.6625 mg. + MIOINOSITOL 1.3875 mg. + YODURO DE POTASIO 0.098 mg. + PIRIDOXINA CLORHIDRATO 0.5625 mg. + SULFATO DE HIERRO 1.9 mg. + FOSFATO DIBASICO DE CALCIO 0.14 mg. + ACETATO DE VITAMINA A 0.005 ml. + ACIDO ASCORBICO 6.95 mg. + D-PANTENOL 1.95 mg. + SULFATO DE MAGNESIO MONOHIDRATADO 1.1125 mg.,TIAMINA CLORHIDRATO + COLINA + RIBOFLAVINA + L-LISINA + L-Cisteína + Nicotinamida + VITAMINA B12  + Sulfato de zinc heptahidratado + Sulfato de manganeso + MIOINOSITOL + YODURO DE POTASIO + PIRIDOXINA CLORHIDRATO + SULFATO DE HIERRO + FOSFATO DIBASICO DE CALCIO + ACETATO DE VITAMINA A + ACIDO ASCORBICO + D-PANTENOL + SULFATO DE MAGNESIO MONOHIDRATADO,0.85 mg. + 1.3875 mg. + 0.85 mg. + 4.1875 mg. + 1.3875 mg. + 2.775 mg. + 12.5 mcg. + 1.6625 mg. + 1.6625 mg. + 1.3875 mg. + 0.098 mg. + 0.5625 mg. + 1.9 mg. + 0.14 mg. + 0.005 ml. + 6.95 mg. + 1.95 mg. + 1.1125 mg.,JARABE,GAMMA LABORATORIES ,0.13,0.13,9.79,14.08,$9.79 - $14.08
12069,NOR-PRIM 40/200 mg/5 mL SUSPENSIÓN,A,1981/11/20,12069,NOR-PRIM 40/200 mg/5 mL SUSPENSIÓN,A,Sulfametoxazol 200 mg. + Trimetoprim 40 mg.,Sulfametoxazol + Trimetoprim,200 mg. + 40 mg.,SUSPENSION,LABORATORIOS TERAMED,,,,,
12091,BIOGERIC S CAPSULAS,A,1981/11/20,12091,BIOGERIC S CAPSULAS,A,SULFATO DE MANGANESO 3 mg. + GINSENG 100 mg. + Pantotenato de calcio 20 mg. + HEMATOPORFIRINA 200 mcg. + RUTINA 10 mg. + Ergocalciferol (Vitamina D2) 400 UI + Procaína clorhidrato 50 mg. + Piridoxina clorhidrato 5 mg. + D-Alfa tocoferol 15 UI + Folacina 100 mcg. + Tiamina clorhidrato 10 mg. + Cianocobalamina 25 mcg. + RETINOL (VITAMINA A) 10000 UI + POTASIO 11 mg. + CALCIO 15 mg. + Sulfato ferroso 50 mg. + FOSFORO 11 mg. + Sulfato de zinc 4.12 mg. + Sulfato de cobre pentahidratado 2.5 mg. + Riboflavina 10 mg. + NIACINAMIDA 50 mg. + POTASIO MAGNESIO SULFATO 43 mg.,SULFATO DE MANGANESO + GINSENG + Pantotenato de calcio + HEMATOPORFIRINA + RUTINA + Ergocalciferol (Vitamina D2) + Procaína clorhidrato + Piridoxina clorhidrato + D-Alfa tocoferol + Folacina + Tiamina clorhidrato + Cianocobalamina + RETINOL (VITAMINA A) + POTASIO + CALCIO + Sulfato ferroso + FOSFORO + Sulfato de zinc + Sulfato de cobre pentahidratado + Riboflavina + NIACINAMIDA + POTASIO MAGNESIO SULFATO,3 mg. + 100 mg. + 20 mg. + 200 mcg. + 10 mg. + 400 UI + 50 mg. + 5 mg. + 15 UI + 100 mcg. + 10 mg. + 25 mcg. + 10000 UI + 11 mg. + 15 mg. + 50 mg. + 11 mg. + 4.12 mg. + 2.5 mg. + 10 mg. + 50 mg. + 43 mg.,CAPSULA,LABORATORIOS MARCELI,,,,,
12103,CLOTEN 1%  CREMA,A,1981/11/20,12103,CLOTEN 1%  CREMA,A,Clotrimazol 1 g. + Clotrimazol 1 g.,Clotrimazol + Clotrimazol,1 g. + 1 g.,CREMA,LABORATORIOS LAFAR,0.2,0.2,3.27,3.46,$3.27 - $3.46
12112,CLO PRIM 5 JARABE,A,1981/11/20,12112,CLO PRIM 5 JARABE,A,METOCLOPRAMIDA 5 mg.,METOCLOPRAMIDA,5 mg.,JARABE,"LABORATORIOS ARSAL, S.A. DE C.V.",0.07,0.07,5.75,5.95,$5.75 - $5.95
12134,NOR - CETIN  120 mg/ 5 mL  JARABE,A,1981/12/18,12134,NOR - CETIN  120 mg/ 5 mL  JARABE,A,Acetaminofén 120 mg.,Acetaminofén,120 mg.,JARABE,LABORATORIOS TERAMED,,,,,
12135,MULTIVITAMINAS Y HIERRO SAIMED JARABE,A,1981/12/04,12135,MULTIVITAMINAS Y HIERRO SAIMED JARABE,A,TIAMINA CLORHIDRATO 5 mg. + RIBOFLAVINA 2 mg. + CIANOCOBALAMINA 10 mcg. + Nicotinamida 10 mg. + Folacina 0.3 mg. + PANTOTENATO DE CALCIO 1.5 mg. + PIRIDOXINA CLORHIDRATO 2 mg. + CITRATO FERRICO AMONIACAL 183.5 mg. + ACIDO ASCORBICO 37.5 mg.,TIAMINA CLORHIDRATO + RIBOFLAVINA + CIANOCOBALAMINA + Nicotinamida + Folacina + PANTOTENATO DE CALCIO + PIRIDOXINA CLORHIDRATO + CITRATO FERRICO AMONIACAL + ACIDO ASCORBICO,5 mg. + 2 mg. + 10 mcg. + 10 mg. + 0.3 mg. + 1.5 mg. + 2 mg. + 183.5 mg. + 37.5 mg.,JARABE,M/S CAPLIN POINT LABORATORIES LTD,0.11,0.11,10.93,10.96,$10.93 - $10.96
12156,SOLUCAPS CAPSULAS DE LIBERACION PROLONGADA 2 mg,A,1982/12/18,12156,SOLUCAPS CAPSULAS DE LIBERACION PROLONGADA 2 mg,A,MAZINDOL 2 mg.,MAZINDOL,2 mg.,CAPSULA DE LIBERACIÓN PROLONGADA,"PRODUCTOS MEDIX, S.A. DE C.V.",0.9,0.9,27.05,27.05,$27.05 - $27.05
12158,FASTUM 25 mg/g GEL,A,1982/12/04,12158,FASTUM 25 mg/g GEL,A,KETOPROFENO 25 mg.,KETOPROFENO,25 mg.,GEL,"LABORATORIOS MENARINI, SA",0.3,0.3,17.76,17.76,$17.76 - $17.76
12163,PROLOPA 250 mg COMPRIMIDOS,A,1982/01/15,12163,PROLOPA 250 mg COMPRIMIDOS,A,BENSERAZIDA 57 mg. + Levodopa 200 mg.,BENSERAZIDA + Levodopa,57 mg. + 200 mg.,COMPRIMIDO,PRODUCTOS ROCHE QUIMICOS E FARMACEUTICOS S.A.,1.09,1.09,32.73,32.73,$32.73 - $32.73
12167,GAMMALER ANTIHISTAMINICO JARABE,A,1987/01/14,,,,,,,,,0.04,0.04,4.59,4.59,$4.59 - $4.59
12173,BACTERFIN (200mg/40mg)/5mL SUSPENSION,A,1982/02/12,12173,BACTERFIN (200mg/40mg)/5mL SUSPENSION,A,Sulfametoxazol 200 mg. + Trimetoprim 40 mg.,Sulfametoxazol + Trimetoprim,200 mg. + 40 mg.,SUSPENSION,LABORATORIO FARMACEUTICO FARDEL,0.04,0.04,4.5,5.07,$4.50 - $5.07
12208,MEBEPARAX TABLETAS 100 mg,A,1982/03/26,12208,MEBEPARAX TABLETAS 100 mg,A,Mebendazol 100 mg.,Mebendazol,100 mg.,TABLETAS,"LABORATORIOS CAROSA, S.A. DE C.V.",0.27,0.27,1.64,1.64,$1.64 - $1.64
12209,FOSFOTONIC CAPSULA,A,1982/03/26,12209,FOSFOTONIC CAPSULA,A,VITAMINA B12  25 mcg. + Ácido glutámico 200 mg. + Tiamina clorhidrato 100 mg. + VITAMINA B6 50 mg. + FOSFATO DE CALCIO 100 mg.,VITAMINA B12  + Ácido glutámico + Tiamina clorhidrato + VITAMINA B6 + FOSFATO DE CALCIO,25 mcg. + 200 mg. + 100 mg. + 50 mg. + 100 mg.,CAPSULA,"LABORATORIOS CAROSA, S.A. DE C.V.",0.25,0.25,7.48,7.48,$7.48 - $7.48
12210,TRIMETOPRIMA SULFAMETOXAZOL MK FORTE 160 mg/ 800 mg TABLETA,A,1982/03/26,12210,TRIMETOPRIMA SULFAMETOXAZOL MK FORTE 160 mg/ 800 mg TABLETA,A,Sulfametoxazol 800 mg. + Trimetoprim 160 mg.,Sulfametoxazol + Trimetoprim,800 mg. + 160 mg.,TABLETAS,"CORPORACION BONIMA, S.A. DE C.V.",0.35,0.35,29.45,113.96,$29.45 - $113.96
12258,APETIPLEX JARABE,A,1982/04/30,12258,APETIPLEX JARABE,A,RIBOFLAVINA 5 FOSFATO 1 mg. + Buclizina diclorhidrato 5 mg. + Nicotinamida 5 mg. + VITAMINA B6 (PIRIDOXINA) 1 mg. + VITAMINA B1 (TIAMINA HCl) 2 mg.,RIBOFLAVINA 5 FOSFATO + Buclizina diclorhidrato + Nicotinamida + VITAMINA B6 (PIRIDOXINA) + VITAMINA B1 (TIAMINA HCl),1 mg. + 5 mg. + 5 mg. + 1 mg. + 2 mg.,JARABE,"LABORATORIOS CAROSA, S.A. DE C.V.",0.06,0.06,6.93,6.93,$6.93 - $6.93
12279,VINCISEPTIL OTICO SOLUCION TOPICA,A,1982/01/08,12279,VINCISEPTIL OTICO SOLUCION TOPICA,A,NEOMICINA 5 mg. + Sulfato de polimixina B 10 UI + BENCIDAMINA 30 mg. + FLUOCINOLONA 0.3 mg. + TETRACAINA 1.33 mg.,NEOMICINA + Sulfato de polimixina B + BENCIDAMINA + FLUOCINOLONA + TETRACAINA,5 mg. + 10 UI + 30 mg. + 0.3 mg. + 1.33 mg.,SOLUCION TOPICA,"LABORATORIOS SALVAT, S.A.",1.08,1.08,10.77,10.77,$10.77 - $10.77
12298,ENTEROGAMMA SUSPENSION,A,1982/05/28,12298,ENTEROGAMMA SUSPENSION,A,KAOLIN 400 mg. + Furazolidona 16.5 mg. + DIYODOHIDROXIQUINOLINA 32.5 mg. + PECTINA CITRICA 50 mg.,KAOLIN + Furazolidona + DIYODOHIDROXIQUINOLINA + PECTINA CITRICA,400 mg. + 16.5 mg. + 32.5 mg. + 50 mg.,SUSPENSION,GAMMA LABORATORIES ,0.08,0.08,7.26,8.27,$7.26 - $8.27
12299,KAOPEXIN GAMMA SUSPENSION,A,1982/06/11,12299,KAOPEXIN GAMMA SUSPENSION,A,KAOLIN 800 mg. + PECTINA CITRICA 62.5 mg.,KAOLIN + PECTINA CITRICA,800 mg. + 62.5 mg.,SUSPENSION,GAMMA LABORATORIES ,5.03,5.03,7.7,9.99,$7.70 - $9.99
12300,KAOPEXIN CON NEOMICINA SUSPENSION,A,1982/06/11,12300,KAOPEXIN CON NEOMICINA SUSPENSION,A,KAOLIN 800 mg. + Neomicina 5 mg. + PECTINA CITRICA 50 mg.,KAOLIN + Neomicina + PECTINA CITRICA,800 mg. + 5 mg. + 50 mg.,SUSPENSION,GAMMA LABORATORIES ,3.42,3.42,9.53,9.99,$9.53 - $9.99
12315,APETIPLEX TABLETAS.,A,1982/06/25,12315,APETIPLEX TABLETAS.,A,TIAMINA CLORHIDRATO 5 mg. + Buclizina diclorhidrato 25 mg. + RIBOFLAVINA 2 mg. + PIRIDOXINA CLORHIDRATO 2 mg. + NIACINAMIDA 50 mg.,TIAMINA CLORHIDRATO + Buclizina diclorhidrato + RIBOFLAVINA + PIRIDOXINA CLORHIDRATO + NIACINAMIDA,5 mg. + 25 mg. + 2 mg. + 2 mg. + 50 mg.,TABLETAS,"LABORATORIOS CAROSA, S.A. DE C.V.",0.23,0.23,6.86,6.86,$6.86 - $6.86
12316,MEBEPARAX SUSPENSION 100mg/5mL,A,1982/06/25,12316,MEBEPARAX SUSPENSION 100mg/5mL,A,Mebendazol 0.1 g.,Mebendazol,0.1 g.,SUSPENSION,"LABORATORIOS CAROSA, S.A. DE C.V.",0.06,0.06,1.91,1.91,$1.91 - $1.91
12414,HIRUDOID FORTE GEL,A,1982/06/03,12414,HIRUDOID FORTE GEL,A,ACIDO SULFURICO 0.445 g.,ACIDO SULFURICO,0.445 g.,GEL,CIFARMA S.A.C.,0.66,0.66,12.72,22.97,$12.72 - $22.97
12415,HIRUDOID FORTE 445mg/100g CREMA,A,1982/06/03,12415,HIRUDOID FORTE 445mg/100g CREMA,A,ACIDO SULFURICO 0.445 g.,ACIDO SULFURICO,0.445 g.,CREMA,CIFARMA S.A.C.,0.74,0.74,12.57,23.62,$12.57 - $23.62
12444,PULMO GRIP NORDIC SOLUCION INYECTABLE,A,1982/09/28,12444,PULMO GRIP NORDIC SOLUCION INYECTABLE,A,HIDROCLORURO DE MOROXIDINA (ABOB) 500 mg. + FENILEFRINA HCl 3 mg. + METAMIZOL SODICO 1000 mg. + CLORFENIRAMINA MALEATO 8 mg.,HIDROCLORURO DE MOROXIDINA (ABOB) + FENILEFRINA HCl + METAMIZOL SODICO + CLORFENIRAMINA MALEATO,500 mg. + 3 mg. + 1000 mg. + 8 mg.,SOLUCION INYECTABLE,LABORATORIOS VIJOSA,0.51,0.51,2.56,2.56,$2.56 - $2.56
